date,equity,drawdown
2021-03-07,6.665822494415477e+27,0.0
2021-03-08,9.501532513580108e+27,0.0
2021-03-08,1.175148770863533e+28,0.0
2021-03-09,1.9233512936783473e+28,0.0
2021-03-09,4.275282304343194e+28,0.0
2021-03-10,7.011799713085091e+28,0.0
2021-03-10,1.4126832529203763e+29,0.0
2021-03-10,2.0232013048359696e+29,0.0
2021-03-10,2.560472151343744e+29,0.0
2021-03-11,3.1599137722301558e+29,0.0
2021-03-11,3.713919607631521e+29,0.0
2021-03-11,5.672583424587263e+29,0.0
2021-03-11,1.710400681887317e+30,0.0
2021-03-14,2.355460253608344e+30,0.0
2021-03-14,3.0392048256802776e+30,0.0
2021-03-16,3.905068344737551e+30,0.0
2021-03-16,4.2427011011926855e+30,0.0
2021-03-16,8.571934474522895e+30,0.0
2021-03-17,1.546132894105575e+31,0.0
2021-03-18,1.7500654292562342e+31,0.0
2021-03-20,4.154077096214957e+31,0.0
2021-03-20,5.274743745207968e+31,0.0
2021-03-20,6.8008004569288685e+31,0.0
2021-03-20,1.0705230791796086e+32,0.0
2021-03-24,2.161868993947947e+32,0.0
2021-03-24,3.639004840506682e+32,0.0
2021-03-24,6.958160740791214e+32,0.0
2021-03-24,1.256206119124339e+33,0.0
2021-03-24,1.768717729189347e+33,0.0
2021-03-25,2.5984276885373454e+33,0.0
2021-03-25,3.0168801314623664e+33,0.0
2021-03-25,4.1451130052436116e+33,0.0
2021-03-25,4.8819709564859126e+33,0.0
2021-03-25,6.958026444883428e+33,0.0
2021-03-25,1.2047470833549058e+34,0.0
2021-03-27,1.3009747565222081e+34,0.0
2021-03-28,1.3790743816688434e+34,0.0
2021-03-28,3.674900647902677e+34,0.0
2021-03-28,4.119817900021858e+34,0.0
2021-03-28,6.762672714938247e+34,0.0
2021-03-30,1.1337662243515945e+35,0.0
2021-04-01,1.6287413744668865e+35,0.0
2021-04-01,1.6384109284744766e+35,0.0
2021-04-03,2.401829207323468e+35,0.0
2021-04-03,3.2511375257297798e+35,0.0
2021-04-05,3.8333116220729975e+35,0.0
2021-04-07,5.407203932452912e+35,0.0
2021-04-07,8.696199975343016e+35,0.0
2021-04-07,1.1907623601228967e+36,0.0
2021-04-08,1.4014683154334024e+36,0.0
2021-04-11,1.6477212009323918e+36,0.0
2021-04-11,2.0966620703906552e+36,0.0
2021-04-12,2.7553152675573343e+36,0.0
2021-04-12,3.478332035386799e+36,0.0
2021-04-13,5.364871030000557e+36,0.0
2021-04-13,6.488386621865786e+36,0.0
2021-04-13,9.47552104161268e+36,0.0
2021-04-13,1.4799978057419644e+37,0.0
2021-04-13,1.595830401634869e+37,0.0
2021-04-14,3.7319216396426066e+37,0.0
2021-04-14,4.258414098789298e+37,0.0
2021-04-18,5.087242220253168e+37,0.0
2021-04-23,1.0985867615154343e+38,0.0
2021-04-23,1.6576896679091159e+38,0.0
2021-04-24,2.3206487797994376e+38,0.0
2021-04-24,3.3410195741529016e+38,0.0
2021-04-24,4.161753273814515e+38,0.0
2021-04-24,5.900101077592028e+38,0.0
2021-04-24,8.308868581445346e+38,0.0
2021-04-24,1.1228486279804845e+39,0.0
2021-04-24,2.0417509787942073e+39,0.0
2021-04-24,2.7066505026596146e+39,0.0
2021-04-24,6.666466649060624e+39,0.0
2021-04-24,9.85894679842774e+39,0.0
2021-04-24,1.4182012155318317e+40,0.0
2021-04-24,1.844510970479973e+40,0.0
2021-04-25,2.261247110564821e+40,0.0
2021-04-25,2.5946486348625583e+40,0.0
2021-04-25,3.023178641279473e+40,0.0
2021-04-26,4.884894045893868e+40,0.0
2021-04-28,6.608038242921674e+40,0.0
2021-04-29,1.0035481659850343e+41,0.0
2021-04-30,1.6947832012973405e+41,0.0
2021-04-30,2.305230206546065e+41,0.0
2021-05-03,2.4638093840065183e+41,0.0
2021-05-04,3.016831358236163e+41,0.0
2021-05-06,2.7109816838533624e+41,-0.1013810976035533
2021-05-07,2.646183007978186e+41,-0.12286014902559295
2021-05-08,2.6271465140774816e+41,-0.12917024450001635
2021-05-11,4.077234618598839e+41,0.0
2021-05-12,3.27147350392399e+41,-0.19762441704955225
2021-05-12,2.8278954710801558e+41,-0.30641826247124937
2021-05-15,2.3256086917537938e+41,-0.42961126613974443
2021-05-19,2.7294974197164535e+41,-0.3305517893756974
2021-05-20,2.7160188203814534e+41,-0.33385760829362665
2021-05-22,3.659608584297753e+41,-0.10242874726806994
2021-05-23,4.614417075478783e+41,0.0
2021-05-23,6.40378997941287e+41,0.0
2021-05-23,9.755689688848336e+41,0.0
2021-05-23,1.1523632839580482e+42,0.0
2021-05-23,1.52951041464691e+42,0.0
2021-05-23,1.8161009171398194e+42,0.0
2021-05-23,2.2792715319312693e+42,0.0
2021-05-23,2.6145176548446474e+42,0.0
2021-05-23,3.591448311385105e+42,0.0
2021-05-23,5.2071817050772984e+42,0.0
2021-05-23,7.290716213000836e+42,0.0
2021-05-30,8.871292736493159e+42,0.0
2021-07-01,2.7200216273211433e+43,0.0
2021-07-04,4.2867120634185173e+43,0.0
2021-07-05,1.2385406766019487e+44,0.0
2021-07-12,1.3034488243554565e+44,0.0
2021-07-12,1.3947132643794831e+44,0.0
2021-07-19,3.778638496336216e+44,0.0
2021-07-22,4.6579775012577425e+44,0.0
2021-07-23,8.6655803207953e+44,0.0
2021-08-01,9.668316905799625e+44,0.0
2021-08-05,1.1255805412562111e+45,0.0
2021-08-07,1.8145534897884314e+45,0.0
2021-08-08,2.214976527888289e+45,0.0
2021-08-08,3.924606503345996e+45,0.0
2021-08-12,7.043031636338054e+45,0.0
2021-08-12,1.2108845860859755e+46,0.0
2021-08-12,1.5635949837577722e+46,0.0
2021-08-13,2.5946741273138123e+46,0.0
2021-08-14,4.690331234299669e+46,0.0
2021-08-19,6.538811172094371e+46,0.0
2021-08-24,1.3386275782431076e+47,0.0
2021-08-25,2.7271138328950543e+47,0.0
2021-08-26,4.097856727623996e+47,0.0
2021-08-26,5.994336561679938e+47,0.0
2021-08-28,6.739193336778801e+47,0.0
2021-08-29,7.462614615607376e+47,0.0
2021-08-31,1.2946016754554516e+48,0.0
2021-08-31,1.709288961850947e+48,0.0
2021-09-01,2.2662869463022946e+48,0.0
2021-09-05,2.521897731249708e+48,0.0
2021-09-07,2.8336479190429015e+48,0.0
2021-09-07,4.787217019394758e+48,0.0
2021-09-13,5.406711175068571e+48,0.0
2021-09-14,5.6283259600522555e+48,0.0
2021-09-14,1.1394921536222863e+49,0.0
2021-09-20,1.2366622817187919e+49,0.0
2021-09-28,2.2331801567453707e+49,0.0
2021-09-28,2.814416486979538e+49,0.0
2021-09-29,4.3274761499313607e+49,0.0
2021-10-15,5.101258239225054e+49,0.0
2021-10-24,6.317902166948256e+49,0.0
2021-10-26,2.240595073955585e+50,0.0
2021-10-26,7.259617351973306e+50,0.0
2021-10-27,8.870873638980418e+50,0.0
2021-10-30,1.2511199127660044e+51,0.0
2021-11-03,2.2232114014371474e+51,0.0
2021-11-05,4.0191872356071384e+51,0.0
2021-11-14,7.603202723158773e+51,0.0
2021-11-15,1.4563510207861956e+52,0.0
2021-11-16,8.522980261229519e+52,0.0
2021-11-16,9.591169760189059e+52,0.0
2021-11-18,1.2346799931265666e+53,0.0
2021-11-19,1.4689600967034992e+53,0.0
2021-11-21,2.522870020514385e+53,0.0
2021-11-22,4.163973672778127e+53,0.0
2021-11-22,6.908555831747083e+53,0.0
2021-11-22,7.683765025860517e+53,0.0
2021-11-26,1.024724687078635e+54,0.0
2021-11-27,1.3295186702930297e+54,0.0
2022-03-19,1.854380147751497e+54,0.0
2022-03-20,1.9662695083071506e+54,0.0
2022-03-27,2.8998645784890525e+54,0.0
2022-03-31,3.401941156961638e+54,0.0
2022-04-01,4.2554130098928314e+54,0.0
2022-07-14,7.44086933069354e+54,0.0
2022-07-25,1.324844620702296e+55,0.0
2023-01-05,2.1271230906880725e+55,0.0
2023-01-20,4.3038786951141124e+55,0.0
2023-01-31,4.7043470664730346e+55,0.0
2023-02-02,4.908336131594023e+55,0.0
2023-02-14,5.566225619583716e+55,0.0
2023-02-18,9.53020798318666e+55,0.0
2023-02-20,1.113321557004457e+56,0.0
2023-02-26,1.2281424591036427e+56,0.0
2023-03-10,1.9408798578691917e+56,0.0
2023-03-11,2.8041815235674494e+56,0.0
2023-03-11,3.131962211034642e+56,0.0
2023-10-17,4.001889930145858e+56,0.0
2023-10-21,5.260650139851803e+56,0.0
2023-10-22,6.652591211487901e+56,0.0
2023-10-25,1.884841535550051e+57,0.0
2023-10-27,1.9822602181435565e+57,0.0
2023-10-28,3.236014311562725e+57,0.0
2023-10-29,7.77828316478842e+57,0.0
2023-11-02,1.3295933392896956e+58,0.0
2023-11-06,1.267119368862325e+58,-0.04698727692239035
2023-11-07,1.5934985684883413e+58,0.0
2023-11-23,3.2085307510882816e+58,0.0
2023-11-29,8.323353574914379e+58,0.0
2023-11-30,1.6006448465849172e+59,0.0
2023-12-03,2.144703520328561e+59,0.0
2023-12-09,4.1010055675189985e+59,0.0
2023-12-11,4.327953027817399e+59,0.0
2023-12-13,5.439311492581032e+59,0.0
2023-12-22,8.164680827696948e+59,0.0
2024-02-14,1.9579749779178526e+60,0.0
2024-02-14,3.934050332189612e+60,0.0
2024-02-17,7.014238767643537e+60,0.0
2024-02-18,1.020125455653765e+61,0.0
2024-02-25,1.435809497232184e+61,0.0
2024-02-27,2.558770436571579e+61,0.0
2024-02-29,3.8711318505514057e+61,0.0
2024-03-04,5.319562712290122e+61,0.0
2024-03-06,5.849872525944897e+61,0.0
2024-03-22,1.0436876816153462e+62,0.0
2024-03-28,1.098560984943671e+62,0.0
2024-03-28,1.7176526971696358e+62,0.0
2024-04-03,2.1307748259769644e+62,0.0
2024-04-05,2.4487091034758847e+62,0.0
2024-07-23,2.892613400530888e+62,0.0
2024-09-25,4.526225679002233e+62,0.0
2024-10-09,7.190749200004088e+62,0.0
2024-10-27,6.211611955989763e+62,-0.13616623480815715
2024-11-03,8.27276976191614e+62,0.0
2024-11-09,7.772205796671751e+62,-0.06050742129301678
2024-11-15,9.716283088084852e+62,0.0
2024-11-19,9.644925686083288e+62,-0.0073441048757698635
2024-11-20,1.3163412043956232e+63,0.0
2024-11-20,1.774097632738418e+63,0.0
2024-11-20,2.3884947432421904e+63,0.0
2024-11-25,2.7142421618726283e+63,0.0
2024-11-29,4.791135890413621e+63,0.0
2024-12-05,4.7809936968153154e+63,-0.002116866194214806
2024-12-05,6.317821275021191e+63,0.0
2024-12-10,1.7487204919682772e+64,0.0
2024-12-14,2.063156017940397e+64,0.0
